cohort,reaction_pt,a,b,c,d,N,PRR,PRR_LCL,PRR_UCL,ROR,ROR_LCL,ROR_UCL,chi2,flagged
OTHER,ARTHROSCOPY,21,883262,0,6798,21,0.330989,0.020051,5.463729,0.330972,0.020046,5.46457,0.66077,False
OTHER,ARTICULAR CALCIFICATION,5,883278,0,6798,5,0.084672,0.004682,1.531178,0.084666,0.004681,1.531376,4.535247,False
OTHER,ARTICULAR DISC DISORDER,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,ARTIFICIAL CROWN PROCEDURE,28,883255,0,6798,28,0.438752,0.026788,7.186079,0.438734,0.026782,7.187245,0.352793,False
OTHER,ARTIFICIAL HEART IMPLANT,2,883281,0,6798,2,0.038487,0.001848,0.80163,0.038484,0.001847,0.801724,10.008888,False
OTHER,ARTIFICIAL MENOPAUSE,3,883280,0,6798,3,0.053882,0.002783,1.043087,0.053878,0.002783,1.043215,7.268219,False
OTHER,ARTIFICIAL URINARY SPHINCTER IMPLANT,2,883281,0,6798,2,0.038487,0.001848,0.80163,0.038484,0.001847,0.801724,10.008888,False
OTHER,ASBESTOSIS,9,883274,0,6798,9,0.146251,0.008513,2.512641,0.146242,0.00851,2.512987,2.367341,False
OTHER,ASCITES,394,882889,0,6798,394,6.073257,0.379228,97.26187,6.075524,0.379292,97.31815,2.117214,False
OTHER,ASHERMAN'S SYNDROME,3,883280,0,6798,3,0.053882,0.002783,1.043087,0.053878,0.002783,1.043215,7.268219,False
OTHER,ASOCIAL BEHAVIOUR,7,883276,0,6798,7,0.115461,0.006595,2.021506,0.115454,0.006593,2.021777,3.176458,False
OTHER,ASPARTATE AMINOTRANSFERASE,3,883280,0,6798,3,0.053882,0.002783,1.043087,0.053878,0.002783,1.043215,7.268219,False
OTHER,ASPARTATE AMINOTRANSFERASE ABNORMAL,24,883259,0,6798,24,0.377173,0.022938,6.201848,0.377156,0.022933,6.202826,0.503967,False
OTHER,ASPARTATE AMINOTRANSFERASE DECREASED,17,883266,0,6798,17,0.269409,0.016202,4.479687,0.269395,0.016198,4.480354,0.963119,False
OTHER,ASPARTATE AMINOTRANSFERASE INCREASED,791,882492,0,6798,791,12.185002,0.76153,194.968323,12.195033,0.762001,195.168912,5.134863,True
OTHER,ASPERGILLOMA,5,883278,0,6798,5,0.084672,0.004682,1.531178,0.084666,0.004681,1.531376,4.535247,False
OTHER,ASPERGILLUS INFECTION,127,883156,0,6798,127,1.96284,0.122115,31.550142,1.962979,0.122098,31.558846,0.235264,False
OTHER,ASPERGILLUS TEST POSITIVE,4,883279,0,6798,4,0.069277,0.00373,1.286662,0.069272,0.003729,1.286825,5.626897,False
OTHER,ASPERMIA,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,ASPHYXIA,40,883243,0,6798,40,0.62349,0.038341,10.139028,0.623473,0.038332,10.140818,0.112301,False
OTHER,ASPIRATION,244,883039,0,6798,244,3.764034,0.234782,60.345115,3.764799,0.234782,60.369772,1.013061,False
OTHER,ASPIRATION BONE MARROW,3,883280,0,6798,3,0.053882,0.002783,1.043087,0.053878,0.002783,1.043215,7.268219,False
OTHER,ASPIRATION JOINT,8,883275,0,6798,8,0.130856,0.007553,2.267009,0.130848,0.007551,2.267316,2.726093,False
OTHER,ASPIRATION PLEURAL CAVITY,33,883250,0,6798,33,0.515727,0.031602,8.41644,0.515708,0.031594,8.417856,0.224034,False
OTHER,ASPIRATION TRACHEAL ABNORMAL,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,ASPLENIA,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,ASSISTED SUICIDE,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,AST/ALT RATIO ABNORMAL,3,883280,0,6798,3,0.053882,0.002783,1.043087,0.053878,0.002783,1.043215,7.268219,False
OTHER,ASTEATOSIS,2,883281,0,6798,2,0.038487,0.001848,0.80163,0.038484,0.001847,0.801724,10.008888,False
OTHER,ASTERIXIS,33,883250,0,6798,33,0.515727,0.031602,8.41644,0.515708,0.031594,8.417856,0.224034,False
OTHER,ASTHENIA,12401,870882,4,6794,12401,23.860416,8.956265,63.56661,24.185939,9.073179,64.471296,88.818918,True
OTHER,ASTHENOPIA,236,883047,1,6797,236,1.816324,0.254822,12.9464,1.816542,0.254779,12.95171,0.365436,False
OTHER,ASTHMA,4232,879051,1,6797,4232,32.570689,4.58746,231.24993,32.722679,4.607528,232.39656,30.740356,True
OTHER,ASTHMA EXERCISE INDUCED,23,883260,0,6798,23,0.361778,0.021976,5.955803,0.361761,0.02197,5.956734,0.551238,False
OTHER,ASTHMA LATE ONSET,3,883280,0,6798,3,0.053882,0.002783,1.043087,0.053878,0.002783,1.043215,7.268219,False
OTHER,ASTHMA PROPHYLAXIS,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,ASTHMA-CHRONIC OBSTRUCTIVE PULMONARY DISEASE OVERLAP SYNDROME,8,883275,0,6798,8,0.130856,0.007553,2.267009,0.130848,0.007551,2.267316,2.726093,False
OTHER,ASTHMATIC CRISIS,2,883281,0,6798,2,0.038487,0.001848,0.80163,0.038484,0.001847,0.801724,10.008888,False
OTHER,ASTIGMATISM,67,883216,0,6798,67,1.03915,0.064338,16.78368,1.039153,0.064325,16.787164,0.000732,False
OTHER,ASTROCYTOMA,10,883273,0,6798,10,0.161646,0.009473,2.758366,0.161636,0.00947,2.75875,2.075216,False
OTHER,ASTROCYTOMA MALIGNANT,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,"ASTROCYTOMA, LOW GRADE",2,883281,0,6798,2,0.038487,0.001848,0.80163,0.038484,0.001847,0.801724,10.008888,False
OTHER,ASTROVIRUS TEST POSITIVE,2,883281,0,6798,2,0.038487,0.001848,0.80163,0.038484,0.001847,0.801724,10.008888,False
OTHER,ASXL1 GENE MUTATION,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,ASYMPTOMATIC BACTERIURIA,2,883281,0,6798,2,0.038487,0.001848,0.80163,0.038484,0.001847,0.801724,10.008888,False
OTHER,ASYMPTOMATIC COVID-19,20,883263,0,6798,20,0.315594,0.019089,5.217704,0.315578,0.019084,5.2185,0.724459,False
OTHER,ASYMPTOMATIC HIV INFECTION,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,ATAXIA,162,883121,0,6798,162,2.501659,0.155819,40.164001,2.501935,0.155804,40.176677,0.449396,False
OTHER,ATELECTASIS,132,883151,0,6798,132,2.039814,0.12693,32.780691,2.03997,0.126913,32.78992,0.26407,False
OTHER,ATELECTASIS NEONATAL,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,ATHERECTOMY,3,883280,0,6798,3,0.053882,0.002783,1.043087,0.053878,0.002783,1.043215,7.268219,False
OTHER,ATHEROEMBOLISM,4,883279,0,6798,4,0.069277,0.00373,1.286662,0.069272,0.003729,1.286825,5.626897,False
OTHER,ATHEROSCLEROTIC PLAQUE RUPTURE,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,ATONIC SEIZURES,44,883239,0,6798,44,0.68507,0.042192,11.123392,0.685054,0.042183,11.125407,0.071587,False
OTHER,ATONIC URINARY BLADDER,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,ATOPIC KERATOCONJUNCTIVITIS,4,883279,0,6798,4,0.069277,0.00373,1.286662,0.069272,0.003729,1.286825,5.626897,False
OTHER,ATOPY,12,883271,0,6798,12,0.192435,0.011394,3.250004,0.192424,0.011391,3.250465,1.629345,False
OTHER,ATRIAL APPENDAGE CLOSURE,7,883276,0,6798,7,0.115461,0.006595,2.021506,0.115454,0.006593,2.021777,3.176458,False
OTHER,ATRIAL CONDUCTION TIME PROLONGATION,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,ATRIAL ENLARGEMENT,3,883280,0,6798,3,0.053882,0.002783,1.043087,0.053878,0.002783,1.043215,7.268219,False
OTHER,ATRIAL FIBRILLATION,3402,879881,1,6797,3402,26.18277,3.687537,185.906595,26.280138,3.700175,186.652155,24.306777,True
OTHER,ATRIAL FLUTTER,172,883111,0,6798,172,2.655607,0.165448,42.625109,2.65593,0.165434,42.639045,0.514693,False
OTHER,ATRIAL NATRIURETIC PEPTIDE,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,ATRIAL PRESSURE INCREASED,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,ATRIAL RUPTURE,6,883277,0,6798,6,0.100066,0.005637,1.776194,0.10006,0.005636,1.776428,3.757696,False
OTHER,ATRIAL SEPTAL DEFECT,66,883217,0,6798,66,1.023756,0.063375,16.537577,1.023757,0.063363,16.54099,0.000274,False
OTHER,ATRIAL SEPTAL DEFECT ACQUIRED,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,ATRIAL SEPTAL DEFECT REPAIR,2,883281,0,6798,2,0.038487,0.001848,0.80163,0.038484,0.001847,0.801724,10.008888,False
OTHER,ATRIAL TACHYCARDIA,16,883267,0,6798,16,0.254015,0.01524,4.233708,0.254001,0.015236,4.234332,1.063201,False
OTHER,ATRIAL THROMBOSIS,40,883243,0,6798,40,0.62349,0.038341,10.139028,0.623473,0.038332,10.140818,0.112301,False
OTHER,ATRIOVENTRICULAR BLOCK,214,883069,0,6798,214,3.302189,0.205893,52.961774,3.302749,0.205886,52.981612,0.800837,False
OTHER,ATRIOVENTRICULAR BLOCK COMPLETE,101,883182,0,6798,101,1.562574,0.097078,25.151303,1.562639,0.097062,25.157499,0.100787,False
OTHER,ATRIOVENTRICULAR BLOCK FIRST DEGREE,75,883208,0,6798,75,1.162309,0.072042,18.752517,1.162323,0.072028,18.756581,0.011259,False
OTHER,ATRIOVENTRICULAR BLOCK SECOND DEGREE,56,883227,0,6798,56,0.869807,0.053746,14.076556,0.869799,0.053735,14.079301,0.009659,False
OTHER,ATRIOVENTRICULAR DISSOCIATION,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,ATRIOVENTRICULAR SEPTAL DEFECT,3,883280,0,6798,3,0.053882,0.002783,1.043087,0.053878,0.002783,1.043215,7.268219,False
OTHER,ATROPHIC GLOSSITIS,2,883281,0,6798,2,0.038487,0.001848,0.80163,0.038484,0.001847,0.801724,10.008888,False
OTHER,ATROPHIC VULVOVAGINITIS,20,883263,0,6798,20,0.315594,0.019089,5.217704,0.315578,0.019084,5.2185,0.724459,False
OTHER,ATROPHY,48,883235,0,6798,48,0.746649,0.046044,12.10777,0.746635,0.046033,12.11002,0.042547,False
OTHER,ATROPHY OF GLOBE,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,ATTENTION DEFICIT HYPERACTIVITY DISORDER,571,882712,1,6797,571,4.39458,0.618042,31.247595,4.396776,0.618172,31.272285,2.619232,False
OTHER,ATTENTION-SEEKING BEHAVIOUR,3,883280,0,6798,3,0.053882,0.002783,1.043087,0.053878,0.002783,1.043215,7.268219,False
OTHER,ATYPICAL FEMUR FRACTURE,47,883236,0,6798,47,0.731254,0.045081,11.861675,0.73124,0.045071,11.863865,0.048872,False
OTHER,ATYPICAL FIBROXANTHOMA,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,ATYPICAL FRACTURE,5,883278,0,6798,5,0.084672,0.004682,1.531178,0.084666,0.004681,1.531376,4.535247,False
OTHER,ATYPICAL HAEMOLYTIC URAEMIC SYNDROME,91,883192,0,6798,91,1.408626,0.087449,22.690223,1.408669,0.087433,22.695554,0.058953,False
OTHER,ATYPICAL MYCOBACTERIAL INFECTION,46,883237,0,6798,46,0.715859,0.044118,11.61558,0.715844,0.044108,11.617711,0.055794,False
OTHER,ATYPICAL MYCOBACTERIAL LYMPHADENITIS,2,883281,0,6798,2,0.038487,0.001848,0.80163,0.038484,0.001847,0.801724,10.008888,False
OTHER,ATYPICAL MYCOBACTERIAL PNEUMONIA,7,883276,0,6798,7,0.115461,0.006595,2.021506,0.115454,0.006593,2.021777,3.176458,False
OTHER,ATYPICAL MYCOBACTERIUM TEST POSITIVE,17,883266,0,6798,17,0.269409,0.016202,4.479687,0.269395,0.016198,4.480354,0.963119,False
OTHER,ATYPICAL PNEUMONIA,113,883170,0,6798,113,1.747312,0.108633,28.104609,1.747408,0.108617,28.111915,0.159129,False
OTHER,AUDIOGRAM ABNORMAL,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,AUDITORY DISORDER,102,883181,0,6798,102,1.577969,0.098041,25.397412,1.578036,0.098025,25.403697,0.105346,False
OTHER,AUDITORY NERVE DISORDER,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,AURA,54,883229,0,6798,54,0.839018,0.051821,13.584357,0.839008,0.051809,13.586974,0.015304,False
OTHER,AURAL POLYP,2,883281,0,6798,2,0.038487,0.001848,0.80163,0.038484,0.001847,0.801724,10.008888,False
OTHER,AURICULAR HAEMATOMA,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,AURICULAR SWELLING,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,AURICULOTEMPORAL SYNDROME,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,AUTISM SPECTRUM DISORDER,727,882556,0,6798,727,11.199733,0.6999,179.217153,11.208141,0.700281,179.388527,4.64512,True
OTHER,AUTOANTIBODY POSITIVE,2,883281,0,6798,2,0.038487,0.001848,0.80163,0.038484,0.001847,0.801724,10.008888,False
OTHER,AUTOIMMUNE ANAEMIA,2,883281,0,6798,2,0.038487,0.001848,0.80163,0.038484,0.001847,0.801724,10.008888,False
OTHER,AUTOIMMUNE ARTHRITIS,4,883279,0,6798,4,0.069277,0.00373,1.286662,0.069272,0.003729,1.286825,5.626897,False
OTHER,AUTOIMMUNE BLISTERING DISEASE,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,AUTOIMMUNE CEREBELLAR ATAXIA,2,883281,0,6798,2,0.038487,0.001848,0.80163,0.038484,0.001847,0.801724,10.008888,False
OTHER,AUTOIMMUNE COLITIS,3,883280,0,6798,3,0.053882,0.002783,1.043087,0.053878,0.002783,1.043215,7.268219,False
OTHER,AUTOIMMUNE DERMATITIS,8,883275,0,6798,8,0.130856,0.007553,2.267009,0.130848,0.007551,2.267316,2.726093,False
OTHER,AUTOIMMUNE DISORDER,490,882793,0,6798,490,7.55116,0.471674,120.888612,7.5548,0.471805,120.97172,2.840468,False
OTHER,AUTOIMMUNE ENCEPHALOPATHY,4,883279,0,6798,4,0.069277,0.00373,1.286662,0.069272,0.003729,1.286825,5.626897,False
OTHER,AUTOIMMUNE ENTEROPATHY,6,883277,0,6798,6,0.100066,0.005637,1.776194,0.10006,0.005636,1.776428,3.757696,False
OTHER,AUTOIMMUNE EYE DISORDER,5,883278,0,6798,5,0.084672,0.004682,1.531178,0.084666,0.004681,1.531376,4.535247,False
OTHER,AUTOIMMUNE HAEMOLYTIC ANAEMIA,74,883209,0,6798,74,1.146914,0.071079,18.506412,1.146927,0.071065,18.510401,0.009348,False
OTHER,AUTOIMMUNE HEPARIN-INDUCED THROMBOCYTOPENIA,5,883278,0,6798,5,0.084672,0.004682,1.531178,0.084666,0.004681,1.531376,4.535247,False
OTHER,AUTOIMMUNE HEPATITIS,196,883087,0,6798,196,3.025083,0.188559,48.531772,3.025533,0.188549,48.54896,0.676255,False
OTHER,AUTOIMMUNE HYPOTHYROIDISM,3,883280,0,6798,3,0.053882,0.002783,1.043087,0.053878,0.002783,1.043215,7.268219,False
OTHER,AUTOIMMUNE LUNG DISEASE,4,883279,0,6798,4,0.069277,0.00373,1.286662,0.069272,0.003729,1.286825,5.626897,False
OTHER,AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,AUTOIMMUNE MYOCARDITIS,5,883278,0,6798,5,0.084672,0.004682,1.531178,0.084666,0.004681,1.531376,4.535247,False
OTHER,AUTOIMMUNE MYOSITIS,18,883265,0,6798,18,0.284804,0.017164,4.725681,0.284789,0.01716,4.726391,0.874381,False
OTHER,AUTOIMMUNE NEUROPATHY,6,883277,0,6798,6,0.100066,0.005637,1.776194,0.10006,0.005636,1.776428,3.757696,False
OTHER,AUTOIMMUNE NEUTROPENIA,11,883272,0,6798,11,0.17704,0.010433,3.004159,0.17703,0.010431,3.004581,1.833061,False
OTHER,AUTOIMMUNE PANCREATITIS,9,883274,0,6798,9,0.146251,0.008513,2.512641,0.146242,0.00851,2.512987,2.367341,False
OTHER,AUTOIMMUNE PANCYTOPENIA,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,AUTOIMMUNE RETINOPATHY,7,883276,0,6798,7,0.115461,0.006595,2.021506,0.115454,0.006593,2.021777,3.176458,False
OTHER,AUTOIMMUNE THYROID DISORDER,4,883279,0,6798,4,0.069277,0.00373,1.286662,0.069272,0.003729,1.286825,5.626897,False
OTHER,AUTOIMMUNE THYROIDITIS,172,883111,0,6798,172,2.655607,0.165448,42.625109,2.65593,0.165434,42.639045,0.514693,False
OTHER,AUTOINFLAMMATORY DISEASE,11,883272,0,6798,11,0.17704,0.010433,3.004159,0.17703,0.010431,3.004581,1.833061,False
OTHER,AUTOLOGOUS BLOOD PATCHING,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,AUTOMATIC BLADDER,3,883280,0,6798,3,0.053882,0.002783,1.043087,0.053878,0.002783,1.043215,7.268219,False
OTHER,AUTOMATISM,3,883280,0,6798,3,0.053882,0.002783,1.043087,0.053878,0.002783,1.043215,7.268219,False
OTHER,AUTOMATISM EPILEPTIC,10,883273,0,6798,10,0.161646,0.009473,2.758366,0.161636,0.00947,2.75875,2.075216,False
OTHER,AUTONOMIC DYSREFLEXIA,3,883280,0,6798,3,0.053882,0.002783,1.043087,0.053878,0.002783,1.043215,7.268219,False
OTHER,AUTONOMIC FAILURE SYNDROME,4,883279,0,6798,4,0.069277,0.00373,1.286662,0.069272,0.003729,1.286825,5.626897,False
OTHER,AUTONOMIC NERVOUS SYSTEM IMBALANCE,104,883179,0,6798,104,1.608759,0.099967,25.889629,1.608831,0.099951,25.896094,0.114643,False
OTHER,AUTONOMIC NEUROPATHY,40,883243,0,6798,40,0.62349,0.038341,10.139028,0.623473,0.038332,10.140818,0.112301,False
OTHER,AUTONOMIC SEIZURE,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,AUTOPHOBIA,4,883279,0,6798,4,0.069277,0.00373,1.286662,0.069272,0.003729,1.286825,5.626897,False
OTHER,AUTOPHONY,4,883279,0,6798,4,0.069277,0.00373,1.286662,0.069272,0.003729,1.286825,5.626897,False
OTHER,AUTOSCOPY,32,883251,0,6798,32,0.500332,0.030639,8.170363,0.500313,0.030632,8.171728,0.245732,False
OTHER,AVERSION,10,883273,0,6798,10,0.161646,0.009473,2.758366,0.161636,0.00947,2.75875,2.075216,False
OTHER,AVIAN INFLUENZA,3,883280,0,6798,3,0.053882,0.002783,1.043087,0.053878,0.002783,1.043215,7.268219,False
OTHER,AVULSION FRACTURE,15,883268,0,6798,15,0.23862,0.014279,3.987745,0.238606,0.014275,3.988328,1.176756,False
OTHER,AXIAL SPONDYLOARTHRITIS,47,883236,0,6798,47,0.731254,0.045081,11.861675,0.73124,0.045071,11.863865,0.048872,False
OTHER,AXILLARY LYMPHADENECTOMY,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,AXILLARY MASS,40,883243,1,6797,40,0.307852,0.042326,2.239086,0.30782,0.04231,2.2395,1.518285,False
OTHER,AXILLARY NERVE INJURY,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,AXILLARY PAIN,74,883209,0,6798,74,1.146914,0.071079,18.506412,1.146927,0.071065,18.510401,0.009348,False
OTHER,AXILLARY VEIN THROMBOSIS,2,883281,0,6798,2,0.038487,0.001848,0.80163,0.038484,0.001847,0.801724,10.008888,False
OTHER,AXILLARY WEB SYNDROME,4,883279,0,6798,4,0.069277,0.00373,1.286662,0.069272,0.003729,1.286825,5.626897,False
OTHER,AXONAL NEUROPATHY,5,883278,0,6798,5,0.084672,0.004682,1.531178,0.084666,0.004681,1.531376,4.535247,False
OTHER,AZOOSPERMIA,4,883279,0,6798,4,0.069277,0.00373,1.286662,0.069272,0.003729,1.286825,5.626897,False
OTHER,AZOTAEMIA,81,883202,0,6798,81,1.254678,0.077819,20.229153,1.254701,0.077805,20.233675,0.025692,False
OTHER,B PRECURSOR TYPE ACUTE LEUKAEMIA,47,883236,0,6798,47,0.731254,0.045081,11.861675,0.73124,0.045071,11.863865,0.048872,False
OTHER,B-CELL APLASIA,6,883277,0,6798,6,0.100066,0.005637,1.776194,0.10006,0.005636,1.776428,3.757696,False
OTHER,B-CELL LYMPHOMA,56,883227,0,6798,56,0.869807,0.053746,14.076556,0.869799,0.053735,14.079301,0.009659,False
OTHER,B-CELL LYMPHOMA RECURRENT,6,883277,0,6798,6,0.100066,0.005637,1.776194,0.10006,0.005636,1.776428,3.757696,False
OTHER,B-CELL LYMPHOMA REFRACTORY,4,883279,0,6798,4,0.069277,0.00373,1.286662,0.069272,0.003729,1.286825,5.626897,False
OTHER,B-CELL LYMPHOMA STAGE II,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,B-CELL LYMPHOMA STAGE IV,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,B-CELL PROLYMPHOCYTIC LEUKAEMIA,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,B-CELL SMALL LYMPHOCYTIC LYMPHOMA,10,883273,0,6798,10,0.161646,0.009473,2.758366,0.161636,0.00947,2.75875,2.075216,False
OTHER,B-CELL TYPE ACUTE LEUKAEMIA,25,883258,0,6798,25,0.392568,0.023901,6.4479,0.39255,0.023895,6.448923,0.460925,False
OTHER,B-CELL UNCLASSIFIABLE LYMPHOMA LOW GRADE,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,B-LYMPHOCYTE ABNORMALITIES,3,883280,0,6798,3,0.053882,0.002783,1.043087,0.053878,0.002783,1.043215,7.268219,False
OTHER,B-LYMPHOCYTE COUNT ABNORMAL,2,883281,0,6798,2,0.038487,0.001848,0.80163,0.038484,0.001847,0.801724,10.008888,False
OTHER,B-LYMPHOCYTE COUNT DECREASED,35,883248,0,6798,35,0.546516,0.033527,8.9086,0.546498,0.033519,8.91012,0.185538,False
OTHER,B-LYMPHOCYTE COUNT INCREASED,3,883280,0,6798,3,0.053882,0.002783,1.043087,0.053878,0.002783,1.043215,7.268219,False
OTHER,BABESIOSIS,30,883253,0,6798,30,0.469542,0.028714,7.678215,0.469524,0.028707,7.67948,0.294816,False
OTHER,BACILLARY ANGIOMATOSIS,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,BACILLUS BACTERAEMIA,2,883281,0,6798,2,0.038487,0.001848,0.80163,0.038484,0.001847,0.801724,10.008888,False
OTHER,BACILLUS INFECTION,17,883266,0,6798,17,0.269409,0.016202,4.479687,0.269395,0.016198,4.480354,0.963119,False
OTHER,BACK DISORDER,975,882308,0,6798,975,15.017649,0.938718,240.252939,15.033147,0.939494,240.550277,6.545945,True
OTHER,BACK INJURY,539,882744,0,6798,539,8.305506,0.51886,132.948098,8.309971,0.519032,133.046883,3.211928,False
OTHER,BACK PAIN,9517,873766,1,6797,9517,73.245569,10.317692,519.972258,74.032463,10.425507,525.711165,72.021895,True
OTHER,BACTERAEMIA,307,882976,0,6798,307,4.733908,0.295449,75.850145,4.735208,0.29547,75.886554,1.470693,False
OTHER,BACTERIAL ABDOMINAL INFECTION,6,883277,0,6798,6,0.100066,0.005637,1.776194,0.10006,0.005636,1.776428,3.757696,False
OTHER,BACTERIAL ABSCESS CENTRAL NERVOUS SYSTEM,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,BACTERIAL ALLERGY,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,BACTERIAL BLEPHARITIS,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,BACTERIAL COLITIS,8,883275,0,6798,8,0.130856,0.007553,2.267009,0.130848,0.007551,2.267316,2.726093,False
OTHER,BACTERIAL DIARRHOEA,7,883276,0,6798,7,0.115461,0.006595,2.021506,0.115454,0.006593,2.021777,3.176458,False
OTHER,BACTERIAL DISEASE CARRIER,8,883275,0,6798,8,0.130856,0.007553,2.267009,0.130848,0.007551,2.267316,2.726093,False
OTHER,BACTERIAL ENDOPHTHALMITIS,21,883262,0,6798,21,0.330989,0.020051,5.463729,0.330972,0.020046,5.46457,0.66077,False
OTHER,BACTERIAL FOOD POISONING,4,883279,0,6798,4,0.069277,0.00373,1.286662,0.069272,0.003729,1.286825,5.626897,False
OTHER,BACTERIAL GINGIVITIS,6,883277,0,6798,6,0.100066,0.005637,1.776194,0.10006,0.005636,1.776428,3.757696,False
OTHER,BACTERIAL INFECTION,593,882690,0,6798,593,9.136827,0.570861,146.238144,9.142298,0.571085,146.355759,3.622505,False
OTHER,BACTERIAL PERICARDITIS,4,883279,0,6798,4,0.069277,0.00373,1.286662,0.069272,0.003729,1.286825,5.626897,False
OTHER,BACTERIAL PROSTATITIS,2,883281,0,6798,2,0.038487,0.001848,0.80163,0.038484,0.001847,0.801724,10.008888,False
OTHER,BACTERIAL PYELONEPHRITIS,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,BACTERIAL RHINITIS,1,883282,0,6798,1,0.023092,0.000941,0.566838,0.023091,0.000941,0.566898,15.497921,False
OTHER,BACTERIAL SEPSIS,52,883231,0,6798,52,0.808228,0.049895,13.092159,0.808217,0.049884,13.094652,0.022538,False
OTHER,BACTERIAL TEST,5,883278,0,6798,5,0.084672,0.004682,1.531178,0.084666,0.004681,1.531376,4.535247,False
OTHER,BACTERIAL TEST POSITIVE,79,883204,0,6798,79,1.223888,0.075893,19.736941,1.223909,0.075879,19.741308,0.020352,False
OTHER,BACTERIAL TOXAEMIA,2,883281,0,6798,2,0.038487,0.001848,0.80163,0.038484,0.001847,0.801724,10.008888,False
