cohort,reaction_pt,a,b,c,d,N,PRR,PRR_LCL,PRR_UCL,ROR,ROR_LCL,ROR_UCL,chi2,flagged,unstable_den,sparse_bg
OTHER,DEVICE INEFFECTIVE,85,565246,0,171,85,0.052026,0.003241,0.835203,0.051883,0.003206,0.839632,8.587673,False,True,False
OTHER,DEVICE INFORMATION OUTPUT ISSUE,1377,563954,0,171,1377,0.838198,0.052611,13.354161,0.837803,0.052163,13.456024,0.015649,False,True,False
OTHER,DEVICE INFUSION ISSUE,338,564993,0,171,338,0.205975,0.012908,3.286661,0.205499,0.012775,3.305626,1.529131,False,True,False
OTHER,DEVICE INTERACTION,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DEVICE INTOLERANCE,8,565323,0,171,8,0.005172,0.0003,0.089264,0.005157,0.000296,0.089706,90.359824,False,True,False
OTHER,DEVICE ISSUE,5572,559759,0,171,5572,3.390822,0.212912,54.002069,3.414623,0.212683,54.821841,0.85118,False,True,False
OTHER,DEVICE KINK,104,565227,0,171,104,0.063587,0.003967,1.019303,0.063414,0.003924,1.024746,6.863426,False,True,False
OTHER,DEVICE LEAD DAMAGE,6,565325,0,171,6,0.003955,0.000224,0.06994,0.003944,0.000221,0.070282,116.460919,False,True,False
OTHER,DEVICE LEAD ISSUE,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,DEVICE LEAKAGE,5007,560324,0,171,5007,3.047024,0.191322,48.52744,3.065318,0.190923,49.214428,0.693681,False,True,False
OTHER,DEVICE LOOSENING,131,565200,0,171,131,0.080017,0.004998,1.280919,0.079803,0.004945,1.287827,5.269901,False,True,False
OTHER,DEVICE MAINTENANCE ISSUE,113,565218,0,171,113,0.069064,0.004311,1.106508,0.068877,0.004265,1.112437,6.247951,False,True,False
OTHER,DEVICE MALFUNCTION,4639,560692,0,171,4639,2.823099,0.17726,44.961664,2.838184,0.176774,45.568243,0.593466,False,True,False
OTHER,DEVICE MATERIAL ISSUE,47,565284,0,171,47,0.028903,0.001789,0.467012,0.028822,0.00177,0.469448,16.144911,False,True,False
OTHER,DEVICE MATERIAL OPACIFICATION,3,565328,0,171,3,0.00213,0.00011,0.041078,0.002124,0.000109,0.041269,204.553251,False,True,False
OTHER,DEVICE MECHANICAL ISSUE,2135,563196,0,171,2135,1.299435,0.081576,20.698884,1.30057,0.080991,20.884853,0.034623,False,True,False
OTHER,DEVICE MONITORING PROCEDURE NOT PERFORMED,10,565321,0,171,10,0.006389,0.000376,0.108609,0.006371,0.000372,0.109152,73.750256,False,True,False
OTHER,DEVICE OCCLUSION,1534,563797,0,171,1534,0.933731,0.05861,14.87543,0.933551,0.058128,14.993073,0.002357,False,True,False
OTHER,DEVICE OPERATIONAL ISSUE,310,565021,0,171,310,0.188937,0.011838,3.015353,0.188491,0.011716,3.0326,1.739014,False,True,False
OTHER,DEVICE OPTICAL ISSUE,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DEVICE PACING ISSUE,5,565326,0,171,5,0.003347,0.000186,0.060294,0.003337,0.000184,0.060585,136.036892,False,True,False
OTHER,DEVICE PHYSICAL PROPERTY ISSUE,1082,564249,0,171,1082,0.658693,0.041338,10.495727,0.658038,0.040965,10.570253,0.088554,False,True,False
OTHER,DEVICE PLACEMENT ISSUE,226,565105,0,171,226,0.137823,0.008629,2.201427,0.137478,0.008538,2.213685,2.691882,False,True,False
OTHER,DEVICE POWER SOURCE ISSUE,454,564877,0,171,454,0.27656,0.017341,4.410655,0.275978,0.017165,4.437023,0.94593,False,True,False
OTHER,DEVICE PROGRAMMING ERROR,16,565315,0,171,16,0.01004,0.000605,0.166694,0.010011,0.000598,0.167541,47.371208,False,True,False
OTHER,DEVICE RELATED BACTERAEMIA,50,565281,0,171,50,0.030729,0.001903,0.496079,0.030642,0.001883,0.498671,15.138216,False,True,False
OTHER,DEVICE RELATED INFECTION,756,564575,0,171,756,0.460324,0.028881,7.336915,0.459601,0.028604,7.384739,0.316568,False,True,False
OTHER,DEVICE RELATED SEPSIS,199,565132,0,171,199,0.121394,0.007597,1.939809,0.121084,0.007517,1.950514,3.172685,False,True,False
OTHER,DEVICE RELATED THROMBOSIS,83,565248,0,171,83,0.050809,0.003164,0.815825,0.050669,0.00313,0.820147,8.814699,False,True,False
OTHER,DEVICE SAFETY FEATURE ISSUE,249,565082,0,171,249,0.151819,0.009508,2.424288,0.151444,0.009408,2.437887,2.365617,False,True,False
OTHER,DEVICE TELEMETRY ISSUE,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,DEVICE TEMPERATURE ISSUE,12,565319,0,171,12,0.007606,0.000452,0.127965,0.007584,0.000447,0.12861,62.25151,False,True,False
OTHER,DEVICE TOXICITY,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DEVICE USE CONFUSION,28,565303,0,171,28,0.017342,0.001063,0.282931,0.017292,0.001051,0.284389,27.361769,False,True,False
OTHER,DEVICE USE ERROR,2077,563254,0,171,2077,1.264142,0.07936,20.136887,1.265116,0.078782,20.315714,0.027691,False,True,False
OTHER,DEVICE USE ISSUE,1922,563409,0,171,1922,1.169826,0.073437,18.634998,1.170405,0.072882,18.795313,0.012366,False,True,False
OTHER,DEVICE USER INTERFACE ISSUE,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DEVICE WIRELESS COMMUNICATION ISSUE,63,565268,0,171,63,0.038639,0.0024,0.622038,0.038531,0.002374,0.625307,11.867441,False,True,False
OTHER,DEVICE-DEVICE INCOMPATIBILITY,4,565327,0,171,4,0.002738,0.000148,0.050667,0.00273,0.000146,0.050909,163.443375,False,True,False
OTHER,DEXTROCARDIA,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,DIABETES COMPLICATING PREGNANCY,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DIABETES INSIPIDUS,98,565233,0,171,98,0.059936,0.003738,0.961166,0.059773,0.003697,0.966288,7.336187,False,True,False
OTHER,DIABETES MELLITUS,3355,561976,0,171,3355,2.041795,0.128195,32.520207,2.048015,0.127552,32.883628,0.267327,False,True,False
OTHER,DIABETES MELLITUS INADEQUATE CONTROL,518,564813,0,171,518,0.315503,0.019787,5.030789,0.314875,0.019589,5.061441,0.742488,False,True,False
OTHER,DIABETES MELLITUS MANAGEMENT,3,565328,0,171,3,0.00213,0.00011,0.041078,0.002124,0.000109,0.041269,204.553251,False,True,False
OTHER,DIABETIC AUTONOMIC NEUROPATHY,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DIABETIC BLINDNESS,3,565328,0,171,3,0.00213,0.00011,0.041078,0.002124,0.000109,0.041269,204.553251,False,True,False
OTHER,DIABETIC COMA,45,565286,0,171,45,0.027686,0.001712,0.447634,0.027608,0.001694,0.449967,16.889055,False,True,False
OTHER,DIABETIC COMPLICATION,30,565301,0,171,30,0.018559,0.001139,0.302306,0.018506,0.001127,0.303867,25.533223,False,True,False
OTHER,DIABETIC COMPLICATION NEUROLOGICAL,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DIABETIC COMPLICATION RENAL,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,DIABETIC DERMOPATHY,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,DIABETIC DIET,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DIABETIC EYE DISEASE,8,565323,0,171,8,0.005172,0.0003,0.089264,0.005157,0.000296,0.089706,90.359824,False,True,False
OTHER,DIABETIC FOOT,87,565244,0,171,87,0.053243,0.003317,0.854582,0.053096,0.003282,0.859117,8.370994,False,True,False
OTHER,DIABETIC FOOT INFECTION,9,565322,0,171,9,0.005781,0.000338,0.098934,0.005764,0.000334,0.099428,81.224531,False,True,False
OTHER,DIABETIC GANGRENE,10,565321,0,171,10,0.006389,0.000376,0.108609,0.006371,0.000372,0.109152,73.750256,False,True,False
OTHER,DIABETIC GASTROENTEROPATHY,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DIABETIC GASTROPARESIS,9,565322,0,171,9,0.005781,0.000338,0.098934,0.005764,0.000334,0.099428,81.224531,False,True,False
OTHER,DIABETIC GASTROPATHY,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DIABETIC GLAUCOMA,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,DIABETIC HYPERGLYCAEMIC COMA,11,565320,0,171,11,0.006998,0.000414,0.118286,0.006977,0.00041,0.11888,67.521743,False,True,False
OTHER,DIABETIC HYPEROSMOLAR COMA,4,565327,0,171,4,0.002738,0.000148,0.050667,0.00273,0.000146,0.050909,163.443375,False,True,False
OTHER,DIABETIC KETOACIDOSIS,488,564843,0,171,488,0.297248,0.01864,4.740101,0.296641,0.018453,4.768728,0.830588,False,True,False
OTHER,DIABETIC KETOACIDOTIC HYPERGLYCAEMIC COMA,13,565318,0,171,13,0.008215,0.00049,0.137645,0.008191,0.000485,0.138341,57.734211,False,True,False
OTHER,DIABETIC KETOSIS,26,565305,0,171,26,0.016125,0.000987,0.263555,0.016079,0.000976,0.264912,29.461301,False,True,False
OTHER,DIABETIC MACROANGIOPATHY,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,DIABETIC METABOLIC DECOMPENSATION,68,565263,0,171,68,0.041682,0.002591,0.670484,0.041566,0.002563,0.674015,10.938017,False,True,False
OTHER,DIABETIC NEPHROPATHY,62,565269,0,171,62,0.038031,0.002362,0.612349,0.037924,0.002336,0.615565,12.071058,False,True,False
OTHER,DIABETIC NEUROPATHY,121,565210,0,171,121,0.073932,0.004616,1.184024,0.073733,0.004567,1.190386,5.777434,False,True,False
OTHER,DIABETIC OPHTHALMOPLEGIA,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DIABETIC RETINAL OEDEMA,18,565313,0,171,18,0.011257,0.000681,0.186063,0.011225,0.000674,0.187012,42.280769,False,True,False
OTHER,DIABETIC RETINOPATHY,65,565266,0,171,65,0.039856,0.002477,0.641417,0.039745,0.00245,0.64479,11.478745,False,True,False
OTHER,DIABETIC ULCER,4,565327,0,171,4,0.002738,0.000148,0.050667,0.00273,0.000146,0.050909,163.443375,False,True,False
OTHER,DIABETIC WOUND,6,565325,0,171,6,0.003955,0.000224,0.06994,0.003944,0.000221,0.070282,116.460919,False,True,False
OTHER,DIAGNOSTIC ASPIRATION,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,DIAGNOSTIC PROCEDURE,7,565324,0,171,7,0.004564,0.000262,0.079598,0.00455,0.000259,0.07999,101.779015,False,True,False
OTHER,DIALYSIS,235,565096,0,171,235,0.1433,0.008973,2.288634,0.142943,0.008878,2.301414,2.556478,False,True,False
OTHER,DIALYSIS HYPOTENSION,8,565323,0,171,8,0.005172,0.0003,0.089264,0.005157,0.000296,0.089706,90.359824,False,True,False
OTHER,DIALYSIS INDUCED HYPERTENSION,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DIALYSIS RELATED COMPLICATION,13,565318,0,171,13,0.008215,0.00049,0.137645,0.008191,0.000485,0.138341,57.734211,False,True,False
OTHER,DIAPHRAGM MUSCLE WEAKNESS,7,565324,0,171,7,0.004564,0.000262,0.079598,0.00455,0.000259,0.07999,101.779015,False,True,False
OTHER,DIAPHRAGMALGIA,22,565309,0,171,22,0.013691,0.000834,0.224807,0.013652,0.000825,0.225959,34.756088,False,True,False
OTHER,DIAPHRAGMATIC DISORDER,25,565306,0,171,25,0.015517,0.000948,0.253868,0.015472,0.000938,0.255173,30.632229,False,True,False
OTHER,DIAPHRAGMATIC HERNIA,40,565291,0,171,40,0.024644,0.001521,0.39919,0.024574,0.001505,0.401265,19.067298,False,True,False
OTHER,DIAPHRAGMATIC INJURY,4,565327,0,171,4,0.002738,0.000148,0.050667,0.00273,0.000146,0.050909,163.443375,False,True,False
OTHER,DIAPHRAGMATIC OPERATION,3,565328,0,171,3,0.00213,0.00011,0.041078,0.002124,0.000109,0.041269,204.553251,False,True,False
OTHER,DIAPHRAGMATIC PARALYSIS,16,565315,0,171,16,0.01004,0.000605,0.166694,0.010011,0.000598,0.167541,47.371208,False,True,False
OTHER,DIAPHRAGMATIC RUPTURE,9,565322,0,171,9,0.005781,0.000338,0.098934,0.005764,0.000334,0.099428,81.224531,False,True,False
OTHER,DIAPHRAGMATIC SPASM,6,565325,0,171,6,0.003955,0.000224,0.06994,0.003944,0.000221,0.070282,116.460919,False,True,False
OTHER,DIARRHOEA,32585,532746,1,170,32585,9.856235,1.396285,69.574161,10.397919,1.456182,74.246735,8.44402,True,True,False
OTHER,DIARRHOEA HAEMORRHAGIC,463,564868,0,171,463,0.282036,0.017685,4.497861,0.281447,0.017506,4.524823,0.913606,False,True,False
OTHER,DIARRHOEA INFECTIOUS,46,565285,0,171,46,0.028295,0.001751,0.457323,0.028215,0.001732,0.459708,16.50906,False,True,False
OTHER,DIASTASIS RECTI ABDOMINIS,8,565323,0,171,8,0.005172,0.0003,0.089264,0.005157,0.000296,0.089706,90.359824,False,True,False
OTHER,DIASTEMA,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DIASTOLIC DYSFUNCTION,168,565163,0,171,168,0.102531,0.006412,1.639432,0.102263,0.006344,1.648386,3.917394,False,True,False
OTHER,DIASTOLIC HYPOTENSION,3,565328,0,171,3,0.00213,0.00011,0.041078,0.002124,0.000109,0.041269,204.553251,False,True,False
OTHER,DIENTAMOEBA INFECTION,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DIET FAILURE,3,565328,0,171,3,0.00213,0.00011,0.041078,0.002124,0.000109,0.041269,204.553251,False,True,False
OTHER,DIET NONCOMPLIANCE,18,565313,0,171,18,0.011257,0.000681,0.186063,0.011225,0.000674,0.187012,42.280769,False,True,False
OTHER,DIET REFUSAL,14,565317,0,171,14,0.008823,0.000528,0.147327,0.008798,0.000523,0.148073,53.819258,False,True,False
OTHER,DIEULAFOY'S VASCULAR MALFORMATION,7,565324,0,171,7,0.004564,0.000262,0.079598,0.00455,0.000259,0.07999,101.779015,False,True,False
OTHER,DIFFERENTIAL WHITE BLOOD CELL COUNT ABNORMAL,122,565209,0,171,122,0.07454,0.004655,1.193714,0.07434,0.004605,1.20013,5.722945,False,True,False
OTHER,DIFFERENTIATION SYNDROME,29,565302,0,171,29,0.017951,0.001101,0.292619,0.017899,0.001089,0.294128,26.41701,False,True,False
OTHER,DIFFUSE ALOPECIA,25,565306,0,171,25,0.015517,0.000948,0.253868,0.015472,0.000938,0.255173,30.632229,False,True,False
OTHER,DIFFUSE ALVEOLAR DAMAGE,22,565309,0,171,22,0.013691,0.000834,0.224807,0.013652,0.000825,0.225959,34.756088,False,True,False
OTHER,DIFFUSE AXONAL INJURY,11,565320,0,171,11,0.006998,0.000414,0.118286,0.006977,0.00041,0.11888,67.521743,False,True,False
OTHER,DIFFUSE IDIOPATHIC PULMONARY NEUROENDOCRINE CELL HYPERPLASIA,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DIFFUSE IDIOPATHIC SKELETAL HYPEROSTOSIS,10,565321,0,171,10,0.006389,0.000376,0.108609,0.006371,0.000372,0.109152,73.750256,False,True,False
OTHER,DIFFUSE LAMELLAR KERATITIS,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DIFFUSE LARGE B-CELL LYMPHOMA,455,564876,0,171,455,0.277168,0.017379,4.420344,0.276585,0.017203,4.446779,0.94227,False,True,False
OTHER,DIFFUSE LARGE B-CELL LYMPHOMA RECURRENT,127,565204,0,171,127,0.077583,0.004846,1.242161,0.077375,0.004794,1.24885,5.463341,False,True,False
OTHER,DIFFUSE LARGE B-CELL LYMPHOMA REFRACTORY,43,565288,0,171,43,0.026469,0.001636,0.428257,0.026394,0.001618,0.430486,17.700904,False,True,False
OTHER,DIFFUSE LARGE B-CELL LYMPHOMA STAGE I,3,565328,0,171,3,0.00213,0.00011,0.041078,0.002124,0.000109,0.041269,204.553251,False,True,False
OTHER,DIFFUSE LARGE B-CELL LYMPHOMA STAGE II,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DIFFUSE LARGE B-CELL LYMPHOMA STAGE III,8,565323,0,171,8,0.005172,0.0003,0.089264,0.005157,0.000296,0.089706,90.359824,False,True,False
OTHER,DIFFUSE LARGE B-CELL LYMPHOMA STAGE IV,18,565313,0,171,18,0.011257,0.000681,0.186063,0.011225,0.000674,0.187012,42.280769,False,True,False
OTHER,DIFFUSE MESANGIAL SCLEROSIS,3,565328,0,171,3,0.00213,0.00011,0.041078,0.002124,0.000109,0.041269,204.553251,False,True,False
OTHER,DIFFUSE PANBRONCHIOLITIS,3,565328,0,171,3,0.00213,0.00011,0.041078,0.002124,0.000109,0.041269,204.553251,False,True,False
OTHER,DIGEORGE'S SYNDROME,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DIGESTIVE ENZYME ABNORMAL,4,565327,0,171,4,0.002738,0.000148,0.050667,0.00273,0.000146,0.050909,163.443375,False,True,False
OTHER,DIGESTIVE ENZYME DECREASED,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DIGESTIVE ENZYME INCREASED,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DIGITAL PULPITIS,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DIHYDROPYRIMIDINE DEHYDROGENASE DEFICIENCY,5,565326,0,171,5,0.003347,0.000186,0.060294,0.003337,0.000184,0.060585,136.036892,False,True,False
OTHER,DILATATION ATRIAL,10,565321,0,171,10,0.006389,0.000376,0.108609,0.006371,0.000372,0.109152,73.750256,False,True,False
OTHER,DILATATION INTRAHEPATIC DUCT ACQUIRED,11,565320,0,171,11,0.006998,0.000414,0.118286,0.006977,0.00041,0.11888,67.521743,False,True,False
OTHER,DILATATION VENTRICULAR,17,565314,0,171,17,0.010649,0.000643,0.176378,0.010618,0.000636,0.177276,44.68457,False,True,False
OTHER,DILATED CARDIOMYOPATHY,92,565239,0,171,92,0.056286,0.003508,0.903029,0.056131,0.003471,0.90783,7.870183,False,True,False
OTHER,DILATED PORES,6,565325,0,171,6,0.003955,0.000224,0.06994,0.003944,0.000221,0.070282,116.460919,False,True,False
OTHER,DIMINISHED OVARIAN RESERVE,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DIPHTHERIA,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,DIPLACUSIS,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DIPLEGIA,79,565252,0,171,79,0.048375,0.003012,0.777067,0.048241,0.002979,0.781178,9.302896,False,True,False
OTHER,DIPLOPIA,1190,564141,0,171,1190,0.72441,0.045465,11.542205,0.723828,0.045064,11.626388,0.052511,False,True,False
OTHER,DISABILITY,637,564694,0,171,637,0.387914,0.024334,6.183852,0.387223,0.024095,6.222845,0.48307,False,True,False
OTHER,DISABILITY ASSESSMENT SCALE SCORE INCREASED,111,565220,0,171,111,0.067847,0.004234,1.087129,0.067663,0.004189,1.09295,6.376137,False,True,False
OTHER,DISACCHARIDE METABOLISM DISORDER,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DISCHARGE,173,565158,0,171,173,0.105573,0.006603,1.68788,0.105299,0.006533,1.697114,3.779105,False,True,False
OTHER,DISCOLOURED VOMIT,43,565288,0,171,43,0.026469,0.001636,0.428257,0.026394,0.001618,0.430486,17.700904,False,True,False
OTHER,DISCOMFORT,4549,560782,0,171,4549,2.768334,0.17382,44.0896,2.78268,0.173317,44.677241,0.5693,False,True,False
OTHER,DISCONTINUED PRODUCT ADMINISTERED,29,565302,0,171,29,0.017951,0.001101,0.292619,0.017899,0.001089,0.294128,26.41701,False,True,False
OTHER,DISCOURAGEMENT,622,564709,0,171,622,0.378786,0.023761,6.038508,0.378101,0.023527,6.076423,0.509551,False,True,False
OTHER,DISEASE COMPLICATION,86,565245,0,171,86,0.052635,0.003279,0.844893,0.05249,0.003244,0.849374,8.478085,False,True,False
OTHER,DISEASE PRODROMAL STAGE,3,565328,0,171,3,0.00213,0.00011,0.041078,0.002124,0.000109,0.041269,204.553251,False,True,False
OTHER,DISEASE PROGRESSION,4282,561049,1,170,4282,1.295209,0.183449,9.144574,1.297462,0.181668,9.266415,0.067783,False,True,False
OTHER,DISEASE PROPENSITY,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DISEASE RECURRENCE,2557,562774,0,171,2557,1.556218,0.097702,24.787899,1.558746,0.097074,25.029364,0.099833,False,True,False
OTHER,DISEASE RISK FACTOR,22,565309,0,171,22,0.013691,0.000834,0.224807,0.013652,0.000825,0.225959,34.756088,False,True,False
OTHER,DISEASE SUSCEPTIBILITY,7,565324,0,171,7,0.004564,0.000262,0.079598,0.00455,0.000259,0.07999,101.779015,False,True,False
OTHER,DISINFECTANT POISONING,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DISINHIBITION,60,565271,0,171,60,0.036814,0.002286,0.59297,0.036711,0.002261,0.596082,12.49835,False,True,False
OTHER,DISLOCATION OF STERNUM,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,DISLOCATION OF VERTEBRA,228,565103,0,171,228,0.13904,0.008705,2.220806,0.138692,0.008614,2.23318,2.660854,False,True,False
OTHER,DISORDER OF GLOBE,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,DISORDER OF ORBIT,6,565325,0,171,6,0.003955,0.000224,0.06994,0.003944,0.000221,0.070282,116.460919,False,True,False
OTHER,DISORDER OF SEX DEVELOPMENT,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,DISORGANISED SPEECH,87,565244,0,171,87,0.053243,0.003317,0.854582,0.053096,0.003282,0.859117,8.370994,False,True,False
OTHER,DISORIENTATION,1030,564301,0,171,1030,0.627051,0.039351,9.991868,0.62637,0.038993,10.061887,0.111057,False,True,False
OTHER,DISRUPTION OF THE PHOTORECEPTOR INNER SEGMENT-OUTER SEGMENT,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DISRUPTIVE MOOD DYSREGULATION DISORDER,6,565325,0,171,6,0.003955,0.000224,0.06994,0.003944,0.000221,0.070282,116.460919,False,True,False
OTHER,DISSEMINATED ASPERGILLOSIS,46,565285,0,171,46,0.028295,0.001751,0.457323,0.028215,0.001732,0.459708,16.50906,False,True,False
OTHER,DISSEMINATED BACILLUS CALMETTE-GUERIN INFECTION,9,565322,0,171,9,0.005781,0.000338,0.098934,0.005764,0.000334,0.099428,81.224531,False,True,False
OTHER,DISSEMINATED BLASTOMYCOSIS,5,565326,0,171,5,0.003347,0.000186,0.060294,0.003337,0.000184,0.060585,136.036892,False,True,False
OTHER,DISSEMINATED COCCIDIOIDOMYCOSIS,8,565323,0,171,8,0.005172,0.0003,0.089264,0.005157,0.000296,0.089706,90.359824,False,True,False
OTHER,DISSEMINATED CRYPTOCOCCOSIS,20,565311,0,171,20,0.012474,0.000757,0.205434,0.012438,0.000749,0.206485,38.160053,False,True,False
OTHER,DISSEMINATED CYTOMEGALOVIRAL INFECTION,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,DISSEMINATED GONOCOCCAL INFECTION,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,DISSEMINATED INTRAVASCULAR COAGULATION,393,564938,0,171,393,0.239442,0.01501,3.819589,0.238912,0.014857,3.842006,1.207221,False,True,False
OTHER,DISSEMINATED LARGE CELL LYMPHOMA,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,DISSEMINATED MUCORMYCOSIS,23,565308,0,171,23,0.0143,0.000872,0.234494,0.014259,0.000863,0.235697,33.266891,False,True,False
OTHER,DISSEMINATED MYCOBACTERIUM AVIUM COMPLEX INFECTION,21,565310,0,171,21,0.013083,0.000796,0.215121,0.013045,0.000787,0.216222,36.380694,False,True,False
OTHER,DISSEMINATED SPOROTRICHOSIS,3,565328,0,171,3,0.00213,0.00011,0.041078,0.002124,0.000109,0.041269,204.553251,False,True,False
OTHER,DISSEMINATED STRONGYLOIDIASIS,20,565311,0,171,20,0.012474,0.000757,0.205434,0.012438,0.000749,0.206485,38.160053,False,True,False
OTHER,DISSEMINATED TOXOPLASMOSIS,6,565325,0,171,6,0.003955,0.000224,0.06994,0.003944,0.000221,0.070282,116.460919,False,True,False
OTHER,DISSEMINATED TRICHOSPORONOSIS,7,565324,0,171,7,0.004564,0.000262,0.079598,0.00455,0.000259,0.07999,101.779015,False,True,False
OTHER,DISSEMINATED TUBERCULOSIS,76,565255,0,171,76,0.04655,0.002897,0.747999,0.046421,0.002866,0.751951,9.702412,False,True,False
OTHER,DISSEMINATED VARICELLA,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,DISSEMINATED VARICELLA ZOSTER VACCINE VIRUS INFECTION,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,DISSEMINATED VARICELLA ZOSTER VIRUS INFECTION,23,565308,0,171,23,0.0143,0.000872,0.234494,0.014259,0.000863,0.235697,33.266891,False,True,False
OTHER,DISSOCIATION,209,565122,0,171,209,0.127479,0.007979,2.036704,0.127156,0.007895,2.047982,2.979949,False,True,False
OTHER,DISSOCIATIVE AMNESIA,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
